Dist Code,Year,State Code,State,District,CANALS AREA (1000 ha),TANKS AREA (1000 ha),TUBE WELLS AREA (1000 ha),OTHER WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),OTHER SOURCES AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha)
55,2000,20,Telangana,Hyderabad,2.34,6.63,44.04,23.4,67.44,1.74,78.14,99.6
55,2001,20,Telangana,Hyderabad,2.85,2.95,47.41,17.2,64.6,2.51,72.9,87.84
55,2002,20,Telangana,Hyderabad,1,1,36,14,50,2,54,70
55,2003,20,Telangana,Hyderabad,1.72,1.7,36.64,11.56,48.19,2.43,54.04,76.61
55,2004,20,Telangana,Hyderabad,0.67,0.89,39.3,10.14,49.44,2.66,53.66,70.36
55,2005,20,Telangana,Hyderabad,0.91,1.23,47.07,9.96,57.03,2.75,61.92,83.38
55,2006,20,Telangana,Hyderabad,0.03,1.16,41.08,9.43,50.52,2.62,54.32,69.83
55,2007,20,Telangana,Hyderabad,0.64,1.71,41.67,8.49,50.16,2.66,55.17,72.82
55,2008,20,Telangana,Hyderabad,0.65,1.74,44.48,7.55,52.03,2.91,57.32,73.73
55,2009,20,Telangana,Hyderabad,0.39,2.49,49.44,6.31,55.75,2.85,61.48,78.78
55,2010,20,Telangana,Hyderabad,1.06,5.19,61.01,6.27,67.29,2.19,75.73,105.75
55,2011,20,Telangana,Hyderabad,0.77,2.21,68.5,4.33,72.82,2.19,77.99,98.73
55,2012,20,Telangana,Hyderabad,0.78,2.11,68.33,3.62,71.94,1.69,76.51,93.08
55,2013,20,Telangana,Hyderabad,0.47,2.14,67.73,2.59,70.32,0.91,73.84,101.97
55,2014,20,Telangana,Hyderabad,0.29,0.49,59.19,1.09,60.29,2.27,63.33,84.53
55,2015,20,Telangana,Hyderabad,0,0.48,44.56,0.93,45.49,1.34,47.31,66.12
55,2016,20,Telangana,Hyderabad,0.06,1.86,69.52,1.01,70.53,1.99,74.44,95.93
55,2017,20,Telangana,Hyderabad,0.43,1.24,78.07,0.39,78.47,1.48,81.62,107.23
56,2000,20,Telangana,Nizamabad,38.45,22.39,103.55,8.72,112.27,3.87,176.97,297.33
56,2001,20,Telangana,Nizamabad,24.58,17.99,114.16,7.14,121.3,4.45,168,268
56,2002,20,Telangana,Nizamabad,7,7,114,5,119,3,136,208
56,2003,20,Telangana,Nizamabad,9.13,9.5,99.58,3.73,103.31,2.57,124.5,189.36
56,2004,20,Telangana,Nizamabad,3.14,5.11,101.47,2.58,104.05,2.63,114.94,189.83
56,2005,20,Telangana,Nizamabad,10.35,19.09,119.7,5.01,124.71,4.19,158.35,279.56
56,2006,20,Telangana,Nizamabad,31.23,16.67,117.58,4.09,121.67,4.75,174.3,302.13
56,2007,20,Telangana,Nizamabad,15.53,6.16,138.24,4.55,142.79,5.5,169.99,285.32
56,2008,20,Telangana,Nizamabad,30.63,12.74,135.75,5.01,140.76,5.31,189.45,330.12
56,2009,20,Telangana,Nizamabad,0.63,3.69,122.71,3.32,126.03,2.33,132.68,239.86
56,2010,20,Telangana,Nizamabad,36.11,8.31,133.48,4.77,138.25,4.36,187.03,337.93
56,2011,20,Telangana,Nizamabad,47.18,12.15,145.03,2.8,147.82,6.91,214.06,398.45
56,2012,20,Telangana,Nizamabad,2.57,9.68,167.43,2.14,169.57,4.3,186.11,341.41
56,2013,20,Telangana,Nizamabad,35.38,15.59,174.33,1.94,176.27,5.23,232.48,406.45
56,2014,20,Telangana,Nizamabad,10.71,0.5,150.67,0.48,151.16,3.12,165.49,304
56,2015,20,Telangana,Nizamabad,0,0.03,126.84,0.04,126.88,0.72,127.63,199.08
56,2016,20,Telangana,Nizamabad,28.61,10.37,188.27,0.7,188.98,5.18,233.13,396.88
56,2017,20,Telangana,Nizamabad,53.02,6.89,176.33,0.01,176.34,5.08,241.32,394.64
57,2000,20,Telangana,Medak,2.98,18.56,93.42,22.06,115.48,0.86,137.88,198.47
57,2001,20,Telangana,Medak,2.78,8.08,100.23,18.36,118.59,0.76,130,187
57,2002,20,Telangana,Medak,3,3,85,15,100,1,107,155
57,2003,20,Telangana,Medak,2.46,10.13,88.12,10.93,99.05,1.27,112.91,166.64
57,2004,20,Telangana,Medak,1.75,6.05,80.38,11.53,91.91,1.23,100.93,144.41
57,2005,20,Telangana,Medak,3.07,14.01,95.3,6.29,101.59,1.36,120.02,176.63
57,2006,20,Telangana,Medak,3.48,14.12,109.1,10.46,119.56,1.41,138.57,200.63
57,2007,20,Telangana,Medak,1.86,3.3,135.67,11.94,147.61,1.35,154.11,202.67
57,2008,20,Telangana,Medak,2.08,14.24,110.15,13.42,123.57,3.84,143.73,217.46
57,2009,20,Telangana,Medak,0.54,1.11,94.8,10.83,105.63,1.27,108.56,175.24
57,2010,20,Telangana,Medak,2.04,10.12,127.85,8.15,136,2.26,150.42,241.3
57,2011,20,Telangana,Medak,2.78,6.55,138.3,7.15,145.45,2.7,157.47,240.14
57,2012,20,Telangana,Medak,1.65,3.9,125.4,5.12,130.52,2.53,138.59,219.88
57,2013,20,Telangana,Medak,2.83,18.31,161.18,3.64,164.82,2.25,188.21,274.53
57,2014,20,Telangana,Medak,1.37,1.48,133.45,6.8,140.24,1.11,144.2,213.12
57,2015,20,Telangana,Medak,0,0.11,109.52,3.92,113.43,0.2,113.74,171.22
57,2016,20,Telangana,Medak,3.98,14.14,158.21,12.31,170.52,2.84,191.47,258.65
57,2017,20,Telangana,Medak,23.62,27.9,155.33,15.38,170.71,2.48,224.69,285.41
58,2000,20,Telangana,Mahabubnagar,17.53,18.92,106.08,40.24,146.32,5.14,187.91,234.61
58,2001,20,Telangana,Mahabubnagar,16.86,7.4,98.66,34.52,133.18,6.16,164,209
58,2002,20,Telangana,Mahabubnagar,11,1,100,24,124,5,141,178
58,2003,20,Telangana,Mahabubnagar,14.08,2.48,96.21,15.87,112.08,3.72,132.35,171.01
58,2004,20,Telangana,Mahabubnagar,17.26,0.78,92.57,11.79,104.36,4.93,127.32,159.49
58,2005,20,Telangana,Mahabubnagar,20.81,11.12,110.67,18.26,128.93,5.74,166.61,211.45
58,2006,20,Telangana,Mahabubnagar,21.48,0.6,117.99,9.61,127.6,6.64,156.31,194.69
58,2007,20,Telangana,Mahabubnagar,34.93,7.98,150.29,11.13,161.42,8.19,212.53,264.97
58,2008,20,Telangana,Mahabubnagar,28.96,3.35,159.47,12.65,172.11,7.57,212,271.72
58,2009,20,Telangana,Mahabubnagar,31.94,6.39,172.37,14.15,186.52,10.96,235.8,314.86
58,2010,20,Telangana,Mahabubnagar,34.09,15.78,192.12,10.68,202.8,10.35,263.01,345.68
58,2011,20,Telangana,Mahabubnagar,31.06,3.35,209.09,4.17,213.26,8.57,256.24,330.22
58,2012,20,Telangana,Mahabubnagar,30.29,3.33,200.58,4.64,205.22,8.98,247.83,301.17
58,2013,20,Telangana,Mahabubnagar,30.08,8.91,212.63,5.29,217.92,14.21,271.11,346.31
58,2014,20,Telangana,Mahabubnagar,29.58,3.73,197.94,4.47,202.41,12.95,248.67,331.76
58,2015,20,Telangana,Mahabubnagar,11.42,1.89,180.05,6.61,186.66,12,211.96,243.24
58,2016,20,Telangana,Mahabubnagar,31.9,12.99,180.3,6.3,186.59,32.97,264.46,322.68
58,2017,20,Telangana,Mahabubnagar,36.98,20.68,208.71,4.15,212.84,46.67,317.17,375.24
59,2000,20,Telangana,Nalgonda,71.97,15.26,47.29,71.83,119.12,15.48,221.83,309.82
59,2001,20,Telangana,Nalgonda,62.68,13.51,46.73,58.89,105.62,12.25,194,272
59,2002,20,Telangana,Nalgonda,20,7,57,51,108,6,141,181
59,2003,20,Telangana,Nalgonda,1.81,7.22,68.1,45.33,113.43,3.01,125.48,180.56
59,2004,20,Telangana,Nalgonda,52.93,9.29,80.27,40.46,120.73,4.18,187.12,254.76
59,2005,20,Telangana,Nalgonda,75.19,18.95,92.95,45.5,138.45,9.96,242.54,373.76
59,2006,20,Telangana,Nalgonda,76.38,14.37,92.5,42.69,135.19,9.68,235.63,348.82
59,2007,20,Telangana,Nalgonda,76.85,14.99,108.58,40.75,149.33,10.7,251.87,387.06
59,2008,20,Telangana,Nalgonda,76.75,17.6,131.75,38.81,170.57,11.52,276.44,435.53
59,2009,20,Telangana,Nalgonda,53.7,12.31,154.28,38.25,192.53,6.23,264.77,353.42
59,2010,20,Telangana,Nalgonda,83.25,16.94,153.44,26.78,180.22,12.79,293.2,478.24
59,2011,20,Telangana,Nalgonda,76.04,16.3,167.62,24.73,192.35,13.11,297.8,408.09
59,2012,20,Telangana,Nalgonda,4.54,7.27,155.21,30.4,185.61,3.1,200.52,289.62
59,2013,20,Telangana,Nalgonda,80.86,15.41,171.36,23.39,194.75,12.88,303.9,465.87
59,2014,20,Telangana,Nalgonda,67.06,12.81,142.38,20.3,162.68,11.26,253.8,386.01
59,2015,20,Telangana,Nalgonda,3.74,7.54,136.24,36.95,173.19,4.83,189.31,273.53
59,2016,20,Telangana,Nalgonda,71.33,16.11,180.92,24.52,205.44,11.53,304.41,448.87
59,2017,20,Telangana,Nalgonda,55.02,22.38,191.58,35.31,226.87,16.96,321.21,486.87
60,2000,20,Telangana,Warangal,2.65,78.09,26.7,195.88,222.58,4.16,307.48,375.38
60,2001,20,Telangana,Warangal,3.32,58.82,35.47,200.65,236.12,3.73,302,357
60,2002,20,Telangana,Warangal,2,54,30,159,189,2,247,293
60,2003,20,Telangana,Warangal,2.12,64.85,37.33,167.36,204.69,2.65,274.3,342.89
60,2004,20,Telangana,Warangal,6.17,41.04,50.04,185.45,235.49,2.16,284.85,328.7
60,2005,20,Telangana,Warangal,3,74.47,67.86,174.57,242.43,5.19,325.09,391.47
60,2006,20,Telangana,Warangal,2.29,77.13,72.47,168.9,241.37,3.1,323.89,411.48
60,2007,20,Telangana,Warangal,1.95,52.21,73.55,167.59,241.13,3.2,298.49,393.35
60,2008,20,Telangana,Warangal,3.35,72.67,63.96,166.27,230.23,5.93,312.19,444.95
60,2009,20,Telangana,Warangal,0,11.36,72.91,158.24,231.15,2.02,244.53,336.52
60,2010,20,Telangana,Warangal,2.82,80.53,86.57,170.77,257.34,4.64,345.32,487.32
60,2011,20,Telangana,Warangal,12.26,56.18,98.75,168.38,267.13,3.2,338.77,447.97
60,2012,20,Telangana,Warangal,12.51,49.97,99.62,157.25,256.87,2.74,322.09,455.86
60,2013,20,Telangana,Warangal,11.77,70.02,104.99,155.4,260.39,3.47,345.65,497.18
60,2014,20,Telangana,Warangal,7.82,17.62,113.66,135.03,248.69,1.92,276.04,377.81
60,2015,20,Telangana,Warangal,12.83,46.06,96.96,148.14,245.09,3.98,307.95,410.93
60,2016,20,Telangana,Warangal,15.85,56.28,126.36,168.93,295.27,6.5,373.9,531.6
60,2017,20,Telangana,Warangal,16.69,64.73,126.45,168.31,294.74,4.33,380.5,540.51
61,2000,20,Telangana,Khammam,66.28,52.97,16.01,36.38,52.39,23.58,195.22,208.86
61,2001,20,Telangana,Khammam,46.18,33.69,20.02,34.89,54.91,20.3,155,168
61,2002,20,Telangana,Khammam,23,35,18,36,54,16,128,136
61,2003,20,Telangana,Khammam,18.07,47.77,24.76,41.29,66.05,21.13,153.02,171.83
61,2004,20,Telangana,Khammam,28.76,49.55,28.3,44.98,73.28,21.65,173.24,205.42
61,2005,20,Telangana,Khammam,49.63,51.89,26.87,39.29,66.16,21.41,189.09,240.74
61,2006,20,Telangana,Khammam,51.43,47.66,38.06,41.35,79.41,18.5,196.99,225.86
61,2007,20,Telangana,Khammam,69.82,42.2,29.06,43.1,72.16,19.21,203.39,244.01
61,2008,20,Telangana,Khammam,63.77,49.1,38.42,44.86,83.28,22.24,218.39,255.3
61,2009,20,Telangana,Khammam,44.52,12.53,49.21,38.91,88.12,13.34,158.52,181.54
61,2010,20,Telangana,Khammam,59.28,51.32,46.83,36.44,83.27,17.16,211.03,279.05
61,2011,20,Telangana,Khammam,64.88,43.3,48.9,33.09,81.98,15.98,206.14,242.85
61,2012,20,Telangana,Khammam,27.06,44.22,55.47,38.58,94.05,14.44,179.77,213.77
61,2013,20,Telangana,Khammam,62.78,46.35,58.16,34,92.16,15.14,216.42,273.99
61,2014,20,Telangana,Khammam,51.13,33.38,48.58,36.49,85.07,8.13,177.71,218.79
61,2015,20,Telangana,Khammam,19.82,40.52,54.15,38.9,93.05,8.42,161.81,187.1
61,2016,20,Telangana,Khammam,25.44,34.02,75.43,40.22,115.65,6.08,181.2,218.05
61,2017,20,Telangana,Khammam,38.15,49.84,69.47,40.02,109.49,5.73,203.19,263.35
62,2000,20,Telangana,Karimnagar,79.16,34.71,4.63,174.65,179.28,2.72,295.87,419.76
62,2001,20,Telangana,Karimnagar,64.66,28.9,7.5,159.5,167,2.3,263,386
62,2002,20,Telangana,Karimnagar,61,29,12,123,135,2,227,318
62,2003,20,Telangana,Karimnagar,65.87,24.53,13.05,133.87,146.92,1.47,238.79,356.27
62,2004,20,Telangana,Karimnagar,0.46,6.91,22.95,138.37,161.32,0.64,169.33,236.43
62,2005,20,Telangana,Karimnagar,81.02,44.8,31.51,159.66,191.17,0.35,317.34,484.12
62,2006,20,Telangana,Karimnagar,77.58,42.69,28.59,191.3,219.89,0.82,340.98,547.41
62,2007,20,Telangana,Karimnagar,15.72,24.15,70.99,228.99,299.98,0.32,340.17,514
62,2008,20,Telangana,Karimnagar,58.95,27.95,38.44,266.68,305.12,2,394.03,573.26
62,2009,20,Telangana,Karimnagar,0.32,2.4,32.63,188.22,220.85,0.25,223.84,370.27
62,2010,20,Telangana,Karimnagar,84.99,34.24,46.69,234.47,281.16,0,400.38,600.54
62,2011,20,Telangana,Karimnagar,78.57,26.7,52.9,196.07,248.97,0.11,354.34,585.99
62,2012,20,Telangana,Karimnagar,0.31,23.3,57.26,253.85,311.12,0.2,334.93,531.03
62,2013,20,Telangana,Karimnagar,55.25,31.76,79.87,388.64,468.51,0.59,556.1,663.16
62,2014,20,Telangana,Karimnagar,0.81,18.45,51.35,244.98,296.34,0.06,315.66,501.44
62,2015,20,Telangana,Karimnagar,0.12,6.87,44.33,191.45,235.78,0.43,243.2,356.48
62,2016,20,Telangana,Karimnagar,102.44,27.46,53.07,227.68,280.75,1.37,412,562.35
62,2017,20,Telangana,Karimnagar,72.13,23.12,68.47,225.6,294.08,2.85,392.18,511.34
63,2000,20,Telangana,Adilabad,18.91,21.97,21.68,15.72,37.4,2.81,81.08,97.77
63,2001,20,Telangana,Adilabad,24.18,21.48,15.47,14.4,29.87,0.58,76,93
63,2002,20,Telangana,Adilabad,21,17,31,16,47,3,88,94
63,2003,20,Telangana,Adilabad,20.9,20.58,32.94,16.35,49.29,1.46,92.24,101.15
63,2004,20,Telangana,Adilabad,5.07,6.9,40.19,15.19,55.38,2.53,69.88,71.8
63,2005,20,Telangana,Adilabad,19.43,18.3,29.34,17.6,46.94,3.16,87.83,109.68
63,2006,20,Telangana,Adilabad,15.6,14.65,37.85,15.61,53.46,4.35,88.06,112.72
63,2007,20,Telangana,Adilabad,4.72,8.89,29.56,20.1,49.66,1.08,64.34,81.23
63,2008,20,Telangana,Adilabad,8.43,38.62,8.01,24.59,32.6,0.2,79.85,118.94
63,2009,20,Telangana,Adilabad,5.41,4.57,29.32,23.48,52.8,0.88,63.66,80.79
63,2010,20,Telangana,Adilabad,12.12,15.55,33.92,15.37,49.29,1.91,78.86,122.99
63,2011,20,Telangana,Adilabad,11.79,15.98,36.41,17.06,53.47,1.58,82.82,111.6
63,2012,20,Telangana,Adilabad,10.59,13.89,43.14,17.82,60.96,2.33,87.77,111.28
63,2013,20,Telangana,Adilabad,10.41,21.08,52.19,15.23,67.42,2.72,101.63,134.54
63,2014,20,Telangana,Adilabad,4.92,8.33,50.78,15.45,66.22,1.94,81.41,111.49
63,2015,20,Telangana,Adilabad,4.77,9.04,54.82,13.16,67.98,1.54,83.34,119.97
63,2016,20,Telangana,Adilabad,10.61,19.75,71.29,19.01,90.32,2.64,123.32,172.69
63,2017,20,Telangana,Adilabad,29.62,11.12,106.03,12.61,118.64,3.06,162.44,207.83
64,2000,5,Karnataka,Bangalore,7.2,19.8,37.9,13.7,51.6,0.8,79.4,100.7
64,2001,5,Karnataka,Bangalore,8.43,18.63,32.97,13.55,46.52,0.11,74.41,90.22
64,2002,5,Karnataka,Bangalore,5.42,16.2,35.45,14.42,49.87,1,72.63,87.92
64,2003,5,Karnataka,Bangalore,6.59,17.84,43.87,14.64,58.51,0.9,83.84,100.48
64,2004,5,Karnataka,Bangalore,6.68,15.6,45.01,16.1,61.12,1.34,84.73,90.91
64,2005,5,Karnataka,Bangalore,6.09,6.01,70.86,4.34,75.2,1.48,88.77,95.58
64,2006,5,Karnataka,Bangalore,2.77,1.35,69.96,0.35,70.31,0.24,74.67,81.62
64,2007,5,Karnataka,Bangalore,3.35,0.63,73.81,0.29,74.1,0,78.32,84.58
64,2008,5,Karnataka,Bangalore,2.12,0.51,71.69,0.06,71.75,2.31,76.81,83.75
64,2009,5,Karnataka,Bangalore,2.35,3.19,73.44,0,73.44,0.14,79.43,86.82
64,2010,5,Karnataka,Bangalore,2.37,3.81,73.21,0,73.21,0.28,79.68,87.22
64,2011,5,Karnataka,Bangalore,2.18,0.64,75.59,0,75.59,0.24,78.66,85.83
64,2012,5,Karnataka,Bangalore,2.22,0.35,68.85,0,68.85,0.24,71.67,78.12
64,2013,5,Karnataka,Bangalore,7.3,1.35,59.66,0,59.66,0.24,68.57,76.11
64,2014,5,Karnataka,Bangalore,8.13,1.89,60.46,0,60.46,0.49,70.96,78.95
64,2015,5,Karnataka,Bangalore,27,0.16,107.37,0,107.37,0.04,134.57,223.98
64,2016,5,Karnataka,Bangalore,0.19,0.42,57.35,0,57.35,0.08,58.04,68.07
64,2017,5,Karnataka,Bangalore,7.4,0.36,54.16,0,54.16,0.11,62.02,69.63
65,2000,5,Karnataka,Kolar,0,12,50.6,17.5,68.1,0,80.1,111.1
65,2001,5,Karnataka,Kolar,0,17.35,58.19,16.63,74.82,0,92.17,113.64
65,2002,5,Karnataka,Kolar,0,0.41,66.8,7.89,74.69,0,75.1,81.39
65,2003,5,Karnataka,Kolar,0,0.37,69.12,2.66,71.77,0,72.14,80.02
65,2004,5,Karnataka,Kolar,0,0,78.88,0.48,79.36,0,79.36,91.81
65,2005,5,Karnataka,Kolar,0,6.39,73.73,0,73.73,0,80.12,91.27
65,2006,5,Karnataka,Kolar,0,0,71.88,0,71.88,0,71.88,79.94
65,2007,5,Karnataka,Kolar,0,0,74.76,0,74.76,0,74.76,84.66
65,2008,5,Karnataka,Kolar,0,0,76.26,0,76.26,0,76.26,89.38
65,2009,5,Karnataka,Kolar,0,0,68.46,0,68.46,0,68.46,81.89
65,2010,5,Karnataka,Kolar,0,0,78.2,0,78.2,0,78.2,109.11
65,2011,5,Karnataka,Kolar,0,0,80.25,0,80.25,0,80.25,97.86
65,2012,5,Karnataka,Kolar,0,0,78.43,0,78.43,0,78.43,94.9
65,2013,5,Karnataka,Kolar,0,0,67.06,0,67.06,0,67.06,81.87
65,2014,5,Karnataka,Kolar,0,0,65.65,0,65.65,0,65.65,80.93
65,2015,5,Karnataka,Kolar,7.9,1.69,44.01,0,44.01,0.43,54.02,60.56
65,2016,5,Karnataka,Kolar,0,0,69.89,0,69.89,0,69.89,89.98
65,2017,5,Karnataka,Kolar,0,0,63.87,0,63.87,0,63.87,82.29
66,2000,5,Karnataka,Tumkur,5.7,44.4,72.5,17.2,89.7,0.1,139.9,169.4
66,2001,5,Karnataka,Tumkur,4.95,43.39,77.59,16.52,94.11,0,142.45,169.13
66,2002,5,Karnataka,Tumkur,0.12,18.82,93.41,14.2,107.61,0.01,126.56,138.17
66,2003,5,Karnataka,Tumkur,0,7.5,105.8,4.58,110.38,0,117.88,126.47
66,2004,5,Karnataka,Tumkur,2.47,10.27,117.25,2.68,119.93,0,132.67,144.99
66,2005,5,Karnataka,Tumkur,4.63,23.65,126.56,2.03,128.59,0.01,156.88,173.62
66,2006,5,Karnataka,Tumkur,3.39,25.91,118.1,1.76,119.86,0,149.16,161.5
66,2007,5,Karnataka,Tumkur,1.66,24.71,120.79,0.97,121.76,0.04,148.17,166.26
66,2008,5,Karnataka,Tumkur,2.65,25.58,132.12,1.06,133.18,0,161.4,185.17
66,2009,5,Karnataka,Tumkur,3.01,19.02,145.06,1.48,146.54,0,168.57,193.55
66,2010,5,Karnataka,Tumkur,4.2,17.98,140.34,1.21,141.55,0,163.73,189.49
66,2011,5,Karnataka,Tumkur,4.2,11.99,143.61,0,143.61,0,159.8,183.14
66,2012,5,Karnataka,Tumkur,4.2,10.54,138.49,1.04,139.53,0,154.26,176.59
66,2013,5,Karnataka,Tumkur,4.2,9.92,132.94,0.97,133.9,0,148.02,168.87
66,2014,5,Karnataka,Tumkur,4.2,9.87,131.06,0.94,132,0,146.07,163.91
66,2015,5,Karnataka,Tumkur,4.1,9,144.71,0.9,145.61,0,158.71,177.22
66,2016,5,Karnataka,Tumkur,4.1,5.38,146.07,0.75,146.83,0,156.3,173.51
66,2017,5,Karnataka,Tumkur,0,5.33,145.98,0.73,146.7,0,152.03,170.78
67,2000,5,Karnataka,Mysore,99.1,14.3,17.1,23.1,40.2,1.3,154.9,188.9
67,2001,5,Karnataka,Mysore,111.36,16.31,19.14,35.23,54.36,0,183.34,211.75
67,2002,5,Karnataka,Mysore,83.92,16.54,53.91,9.87,63.78,0.18,165.56,209.49
67,2003,5,Karnataka,Mysore,94.39,14.06,38.89,12.49,51.38,0,160.38,191.17
67,2004,5,Karnataka,Mysore,94.11,22.06,40.77,13.75,54.52,1.18,171.86,213.72
67,2005,5,Karnataka,Mysore,118.44,18.38,39.06,19.32,58.39,0.68,195.89,228.16
67,2006,5,Karnataka,Mysore,112.55,23.89,39.52,22.8,62.32,0,199.6,229
67,2007,5,Karnataka,Mysore,120.13,28.81,45.67,27.39,73.06,0,222.91,256.19
67,2008,5,Karnataka,Mysore,121.64,29.89,48.72,25.73,74.45,0.02,226.86,257.68
67,2009,5,Karnataka,Mysore,125.51,22.26,65.6,24.52,90.12,0,238.74,269.96
67,2010,5,Karnataka,Mysore,119.38,20.67,68.36,22.72,91.07,0.78,231.9,274.41
67,2011,5,Karnataka,Mysore,127.76,23.45,95.28,0,95.28,0.77,247.25,285.06
67,2012,5,Karnataka,Mysore,104.54,13.64,66.19,13.41,79.6,0.22,197.99,234.22
67,2013,5,Karnataka,Mysore,112.73,16.58,68.09,13.23,81.32,0.22,210.84,226.38
67,2014,5,Karnataka,Mysore,106.86,19.69,61.84,19.2,81.03,0.22,207.79,233.39
67,2015,5,Karnataka,Mysore,112.84,17.73,63.91,12.11,76.03,0.22,206.81,227.63
67,2016,5,Karnataka,Mysore,84.6,7.83,47.62,7.91,55.53,0.22,148.16,171.82
67,2017,5,Karnataka,Mysore,79.43,6.42,55.33,7.53,62.86,1.05,149.76,180.97
68,2000,5,Karnataka,Mandya,84.9,6.9,3,11.3,14.3,1.3,107.4,136.5
68,2001,5,Karnataka,Mandya,88.24,7.59,3.35,10.52,13.87,1.43,111.13,136
68,2002,5,Karnataka,Mandya,66.82,7.86,4.06,9.59,13.65,1.36,89.69,106.63
68,2003,5,Karnataka,Mandya,68.1,9.03,6.35,11.64,17.99,1.62,96.74,116.35
68,2004,5,Karnataka,Mandya,91.23,14.23,8.38,14.51,22.89,1.89,130.24,159.15
68,2005,5,Karnataka,Mandya,90.6,10.85,9.79,9.01,18.8,2.14,122.39,150.48
68,2006,5,Karnataka,Mandya,92.92,18.84,4.51,7.06,11.57,2.87,126.2,149.04
68,2007,5,Karnataka,Mandya,96.87,18.99,4.51,7.16,11.67,3.44,130.97,167.18
68,2008,5,Karnataka,Mandya,102.81,20.8,5.8,7.16,12.96,3.59,140.16,174.53
68,2009,5,Karnataka,Mandya,103.28,21.8,5,8.16,13.16,3.15,141.39,170.01
68,2010,5,Karnataka,Mandya,99.36,23.17,6.46,8.54,15,3.22,140.76,173.51
68,2011,5,Karnataka,Mandya,107.55,18.21,12.88,0,12.88,2.86,141.5,168.12
68,2012,5,Karnataka,Mandya,96.73,15.94,4.93,6.85,11.78,1.37,125.82,140.35
68,2013,5,Karnataka,Mandya,96.51,15.94,4.99,6.85,11.84,1.4,125.69,142.24
68,2014,5,Karnataka,Mandya,89.17,15.51,15.7,8.4,24.09,1.81,130.58,154.23
68,2015,5,Karnataka,Mandya,90.67,14.85,16.03,5.49,21.51,1.25,128.29,151.36
68,2016,5,Karnataka,Mandya,51.28,14.92,21.81,4.73,26.55,1.77,94.52,112.25
68,2017,5,Karnataka,Mandya,55.2,23.92,20.89,7.34,28.23,2.52,109.87,121.72
69,2000,5,Karnataka,Hassan,27,30.3,15.1,2.2,17.3,5.8,80.4,100.1
69,2001,5,Karnataka,Hassan,28.63,28.01,16.63,2.23,18.86,5.1,80.6,91.79
69,2002,5,Karnataka,Hassan,26.1,26.93,22.87,2.22,25.09,5.95,84.07,93.3
69,2003,5,Karnataka,Hassan,20.05,16.9,32.73,1.46,34.19,5.32,76.46,85.15
69,2004,5,Karnataka,Hassan,31.97,22.13,37.3,1.19,38.49,1.08,93.68,104.65
69,2005,5,Karnataka,Hassan,33.36,25.8,34.39,0.91,35.3,1.15,95.61,112.53
69,2006,5,Karnataka,Hassan,31.04,27.47,34.01,0.97,34.98,0.91,94.4,108.34
69,2007,5,Karnataka,Hassan,34.6,28.96,22.75,1.07,23.82,1.21,88.59,109.66
69,2008,5,Karnataka,Hassan,35.73,32.5,22.34,1.01,23.35,1.2,92.78,116.81
69,2009,5,Karnataka,Hassan,40.68,31.47,40.37,0.93,41.3,1.67,115.11,128.05
69,2010,5,Karnataka,Hassan,45.4,30.14,47.29,1.72,49.01,1.98,126.53,143.78
69,2011,5,Karnataka,Hassan,36.73,25.77,31.92,0,31.92,1.81,96.24,112.43
69,2012,5,Karnataka,Hassan,35.9,21.92,35.08,0.61,35.68,1.59,95.09,106.37
69,2013,5,Karnataka,Hassan,41.03,22.69,33.78,0.64,34.42,1.63,99.77,107.33
69,2014,5,Karnataka,Hassan,42.98,22.68,34.73,0.56,35.29,3.17,104.13,116.56
69,2015,5,Karnataka,Hassan,36.1,20.31,23.39,0.5,23.9,3.62,83.93,97.76
69,2016,5,Karnataka,Hassan,4.5,17.89,25.81,0.58,26.39,4.57,53.35,63.25
69,2017,5,Karnataka,Hassan,3.75,17.41,28.81,0.5,29.31,3.94,54.4,64.6
70,2000,5,Karnataka,Shimoge,46.1,62.4,8,3.5,11.5,12.5,132.5,162.5
70,2001,5,Karnataka,Shimoge,46.57,53.48,8.81,3.41,12.22,11.25,123.52,149.78
70,2002,5,Karnataka,Shimoge,42.45,47.51,11.1,6.48,17.58,11.79,119.33,136.07
70,2003,5,Karnataka,Shimoge,40.94,46.7,12.26,6.03,18.29,12.19,118.12,138.77
70,2004,5,Karnataka,Shimoge,43.43,47.95,13.24,6.57,19.81,11.76,122.96,147.63
70,2005,5,Karnataka,Shimoge,47.97,53.33,16.5,6.55,23.05,11.66,136.01,161.36
70,2006,5,Karnataka,Shimoge,45.54,52.64,18.06,6.42,24.48,11.12,133.78,163.35
70,2007,5,Karnataka,Shimoge,42.18,57.63,20.8,5.52,26.32,10.84,136.97,163.13
70,2008,5,Karnataka,Shimoge,33.73,59.96,22.84,4.45,27.29,11.06,132.04,160.11
70,2009,5,Karnataka,Shimoge,37.59,52.03,25.81,5.74,31.55,10.65,131.81,163.98
70,2010,5,Karnataka,Shimoge,46.2,56.63,24.18,5.38,29.56,9.3,141.68,174.74
70,2011,5,Karnataka,Shimoge,45.24,53.62,35.11,0,35.11,9.23,143.21,174.11
70,2012,5,Karnataka,Shimoge,42.23,44.81,27.18,5.77,32.94,8.3,128.28,160.62
