Dist Code,Year,State Code,State,District,CANALS AREA (1000 ha),TANKS AREA (1000 ha),TUBE WELLS AREA (1000 ha),OTHER WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),OTHER SOURCES AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha)
15,2008,6,Madhya Pradesh,Tikamgarh,9.53,7.35,9.74,129.97,139.71,11.83,168.41,224.18
15,2009,6,Madhya Pradesh,Tikamgarh,12.23,12.07,14.48,128.59,143.07,17.21,184.59,219.42
15,2010,6,Madhya Pradesh,Tikamgarh,10.92,7.7,21.91,107.63,129.54,13.11,161.27,190.07
15,2011,6,Madhya Pradesh,Tikamgarh,20.57,18.31,20.82,133.81,154.63,8.46,201.96,235.91
15,2012,6,Madhya Pradesh,Tikamgarh,21.41,16.37,26.02,145.46,171.49,9.77,219.03,260.97
15,2013,6,Madhya Pradesh,Tikamgarh,21.85,18.57,29.45,150.63,180.08,11.98,232.48,275.95
15,2014,6,Madhya Pradesh,Tikamgarh,21.35,18.35,30.73,140.84,171.57,11.78,223.05,271.74
15,2015,6,Madhya Pradesh,Tikamgarh,4.35,0.67,35.07,82.12,117.19,2.3,124.51,168.58
15,2016,6,Madhya Pradesh,Tikamgarh,2.3,11.67,28.71,122.69,151.39,42.2,207.56,266.66
15,2017,6,Madhya Pradesh,Tikamgarh,12.97,12.97,33.09,69.15,102.24,11.38,139.57,158.51
16,2000,6,Madhya Pradesh,Chhatarpur,16.23,3.76,0.7,132.43,133.13,15.61,168.72,168.72
16,2001,6,Madhya Pradesh,Chhatarpur,17.61,4.88,1.57,141.08,142.65,19.68,184.82,184.82
16,2002,6,Madhya Pradesh,Chhatarpur,18.7,4.59,1.44,143.49,144.93,19.93,188.15,188.15
16,2003,6,Madhya Pradesh,Chhatarpur,29.66,4.96,2.08,146.76,148.84,22.85,206.31,206.31
16,2004,6,Madhya Pradesh,Chhatarpur,22.12,6.3,2.03,162.22,164.25,25.95,218.62,218.62
16,2005,6,Madhya Pradesh,Chhatarpur,20.47,5.64,1.7,170.78,172.48,28,226.58,226.58
16,2006,6,Madhya Pradesh,Chhatarpur,7.96,3.22,3.1,120.63,123.73,22.07,156.98,156.98
16,2007,6,Madhya Pradesh,Chhatarpur,0.19,0.96,4.9,59.58,64.48,11.03,76.65,76.65
16,2008,6,Madhya Pradesh,Chhatarpur,20.61,4.52,4.6,135.92,140.52,24.65,190.29,190.29
16,2009,6,Madhya Pradesh,Chhatarpur,12.51,4.38,7.3,163.22,170.52,21.11,208.51,208.51
16,2010,6,Madhya Pradesh,Chhatarpur,11.68,4.18,10.01,162.8,172.81,22.17,210.84,210.84
16,2011,6,Madhya Pradesh,Chhatarpur,13.52,4.23,13.51,178.47,191.98,28,237.73,237.73
16,2012,6,Madhya Pradesh,Chhatarpur,25.26,3.94,16.06,193.48,209.54,24.97,263.72,263.72
16,2013,6,Madhya Pradesh,Chhatarpur,28.83,4.55,14.87,209.75,224.62,27.09,285.1,285.1
16,2014,6,Madhya Pradesh,Chhatarpur,26.24,3.54,29.34,196.52,225.86,23.51,279.15,279.15
16,2015,6,Madhya Pradesh,Chhatarpur,18.98,3.37,28.28,111.15,139.42,13.06,174.83,174.83
16,2016,6,Madhya Pradesh,Chhatarpur,25.03,7.3,46.52,161.23,207.75,24.74,264.81,264.81
16,2017,6,Madhya Pradesh,Chhatarpur,19.53,10.9,76.07,146.3,222.37,14.01,266.82,266.82
17,2000,6,Madhya Pradesh,Panna,8.32,7.81,3.08,14.56,17.64,27.09,60.85,60.85
17,2001,6,Madhya Pradesh,Panna,8.4,7.62,3.18,16.5,19.68,28.64,64.35,64.35
17,2002,6,Madhya Pradesh,Panna,11.1,8.62,4.59,21.13,25.72,29.81,75.25,75.25
17,2003,6,Madhya Pradesh,Panna,12.56,8.85,4.64,21.23,25.87,32.77,80.04,80.04
17,2004,6,Madhya Pradesh,Panna,14,6.37,5.88,16.87,22.75,38.41,81.52,81.52
17,2005,6,Madhya Pradesh,Panna,9.79,5.98,6.03,18.5,24.53,44.12,84.42,84.42
17,2006,6,Madhya Pradesh,Panna,6.5,3.75,5.18,17.37,22.55,45.77,78.56,78.56
17,2007,6,Madhya Pradesh,Panna,6.39,2.75,4.43,16.15,20.58,47.03,76.75,76.75
17,2008,6,Madhya Pradesh,Panna,6.49,2.68,5.14,16.67,21.81,51.66,82.63,82.63
17,2009,6,Madhya Pradesh,Panna,8.54,1.62,3.55,19.13,22.68,61.61,94.45,94.45
17,2010,6,Madhya Pradesh,Panna,6.33,1.07,2.81,21.23,24.04,61.95,93.39,93.39
17,2011,6,Madhya Pradesh,Panna,9.7,2.06,8.53,23.02,31.55,87.12,130.43,130.43
17,2012,6,Madhya Pradesh,Panna,11.04,1.97,8.64,18.45,27.09,83.05,123.14,123.14
17,2013,6,Madhya Pradesh,Panna,9.46,1.58,8.91,16.61,25.52,78.39,114.94,114.94
17,2014,6,Madhya Pradesh,Panna,10.84,1.67,17.4,21.21,38.61,70.7,121.81,121.81
17,2015,6,Madhya Pradesh,Panna,9.22,1.6,15.08,16.53,31.61,63.77,106.19,106.19
17,2016,6,Madhya Pradesh,Panna,11.34,2.04,18.14,19.89,38.03,75.92,127.32,127.32
17,2017,6,Madhya Pradesh,Panna,7.14,7.14,28.54,14.27,42.81,85.63,142.71,142.71
18,2000,6,Madhya Pradesh,Rewa,15.47,2,24.37,20.15,44.52,20.86,82.85,87.78
18,2001,6,Madhya Pradesh,Rewa,17.07,1.7,26.42,29.75,56.17,15.46,90.39,90.75
18,2002,6,Madhya Pradesh,Rewa,14.32,1.55,26.99,30.05,57.04,17.52,90.42,91.71
18,2003,6,Madhya Pradesh,Rewa,14.8,1.97,26.83,24.53,51.36,19.06,87.18,93.52
18,2004,6,Madhya Pradesh,Rewa,13.91,2.44,28.77,24.86,53.63,17.78,87.77,95.81
18,2005,6,Madhya Pradesh,Rewa,14.29,2.37,30.05,25,55.05,16.93,88.63,97.88
18,2006,6,Madhya Pradesh,Rewa,12.29,1.62,34,18.38,52.38,19.91,86.2,96.59
18,2007,6,Madhya Pradesh,Rewa,12.61,0.92,38.69,18.15,56.84,13.4,83.78,94.78
18,2008,6,Madhya Pradesh,Rewa,17.65,0.84,44.52,10.62,55.14,18.64,92.26,103.95
18,2009,6,Madhya Pradesh,Rewa,14.74,1.47,46.9,14.12,61.02,17.91,95.14,106.95
18,2010,6,Madhya Pradesh,Rewa,20.66,0.24,40.56,14.1,54.66,10.87,86.42,100.5
18,2011,6,Madhya Pradesh,Rewa,18.81,0.61,47.65,18.41,66.06,17.57,103.05,122.76
18,2012,6,Madhya Pradesh,Rewa,29.39,1.03,48.4,17.22,65.63,15.49,111.53,136.11
18,2013,6,Madhya Pradesh,Rewa,26.72,1.3,56.05,15.78,71.83,13.23,113.07,141.18
18,2014,6,Madhya Pradesh,Rewa,32.24,1.75,54.28,15.34,69.62,13.84,117.45,147.57
18,2015,6,Madhya Pradesh,Rewa,39.76,1.09,53.66,14.47,68.13,12.35,121.32,160.07
18,2016,6,Madhya Pradesh,Rewa,51.19,0.84,52.12,11.2,63.32,11.94,127.3,173.11
18,2017,6,Madhya Pradesh,Rewa,57.81,0.93,57.58,12.5,70.08,13.02,141.83,200.43
19,2000,6,Madhya Pradesh,Sidhi,13.55,0.58,8.57,25.07,33.64,9.27,57.03,57.03
19,2001,6,Madhya Pradesh,Sidhi,14.03,0.45,10.24,26.06,36.3,10.84,61.62,61.62
19,2002,6,Madhya Pradesh,Sidhi,12.67,0.43,10.63,26.59,37.22,9.89,60.19,60.19
19,2003,6,Madhya Pradesh,Sidhi,12.75,0.45,10.95,26.52,37.47,11.04,61.71,61.71
19,2004,6,Madhya Pradesh,Sidhi,12.45,0.45,13.03,26.97,40,10.15,63.05,63.05
19,2005,6,Madhya Pradesh,Sidhi,12.86,0.5,12.08,26.03,38.11,10.52,61.99,66.86
19,2006,6,Madhya Pradesh,Sidhi,13.3,0.84,12.74,26.42,39.17,11.5,64.8,71.85
19,2007,6,Madhya Pradesh,Sidhi,11.09,0.6,14.25,26.41,40.66,10.88,63.23,70.37
19,2008,6,Madhya Pradesh,Sidhi,12.78,0.8,13.14,28.19,41.32,11.1,66.01,72.96
19,2009,6,Madhya Pradesh,Sidhi,12.53,0.72,15.47,25.19,40.66,11.25,65.15,74.38
19,2010,6,Madhya Pradesh,Sidhi,12.91,0.59,19.15,21.98,41.14,9.46,64.09,73.85
19,2011,6,Madhya Pradesh,Sidhi,14.23,0.97,17.64,24.85,42.5,10.87,68.57,78.01
19,2012,6,Madhya Pradesh,Sidhi,18.8,0.81,18.61,21.49,40.1,11.81,71.5,86.05
19,2013,6,Madhya Pradesh,Sidhi,16.42,1.39,18.34,27.71,46.06,12.15,76.02,94.6
19,2014,6,Madhya Pradesh,Sidhi,16.2,0.83,22.3,24.83,47.13,9.39,73.54,90.55
19,2015,6,Madhya Pradesh,Sidhi,25.85,5.27,21.24,42,63.23,22.19,116.55,134.54
19,2016,6,Madhya Pradesh,Sidhi,29.26,1.85,23.61,24.49,48.09,13.44,92.64,109.27
19,2017,6,Madhya Pradesh,Sidhi,29.4,2.06,24.3,26.24,50.54,12.44,94.44,122.09
20,2000,6,Madhya Pradesh,Satna,7.53,0.3,53.68,29.57,83.25,19.09,110.16,110.16
20,2001,6,Madhya Pradesh,Satna,6.88,0.43,58.43,36.38,94.81,19.45,121.57,121.57
20,2002,6,Madhya Pradesh,Satna,5.76,0.85,61.42,34.56,95.98,21.4,123.99,123.99
20,2003,6,Madhya Pradesh,Satna,7.08,1.61,63.18,36.67,99.85,22.02,130.56,130.93
20,2004,6,Madhya Pradesh,Satna,5.69,1.25,65.22,37.29,102.51,24.14,133.59,134.5
20,2005,6,Madhya Pradesh,Satna,6.79,4.7,61.85,40.88,102.73,22.63,136.85,138.37
20,2006,6,Madhya Pradesh,Satna,7.15,2.6,58.24,35.38,93.62,21.82,125.19,127.21
20,2007,6,Madhya Pradesh,Satna,5.72,2.31,61.34,31.29,92.63,16.78,117.43,119.43
20,2008,6,Madhya Pradesh,Satna,5.02,1.14,66.43,38.02,104.45,18.73,129.33,130.57
20,2009,6,Madhya Pradesh,Satna,5.87,3.67,72.33,37.35,109.68,18.88,138.1,138.83
20,2010,6,Madhya Pradesh,Satna,5.67,1.1,76.87,35.03,111.9,13.17,131.84,131.84
20,2011,6,Madhya Pradesh,Satna,7.67,0.9,94.47,33.05,127.52,15.01,151.09,151.09
20,2012,6,Madhya Pradesh,Satna,9.14,0.64,99.87,32,131.86,16.52,158.16,158.16
20,2013,6,Madhya Pradesh,Satna,8.38,0.44,98.09,28.85,126.94,15.45,151.22,151.22
20,2014,6,Madhya Pradesh,Satna,8.04,0.44,110.61,29.76,140.37,16.88,165.73,165.73
20,2015,6,Madhya Pradesh,Satna,6,1.34,130.09,29.1,159.19,12.91,179.44,179.44
20,2016,6,Madhya Pradesh,Satna,7.59,0.58,152.89,29.7,182.59,14.89,205.64,205.64
20,2017,6,Madhya Pradesh,Satna,27.16,2.67,169.58,29.56,199.13,11.5,240.46,240.46
21,2000,6,Madhya Pradesh,Shahdol,7.32,0.82,4.38,6.66,11.04,12.93,32.1,32.1
21,2001,6,Madhya Pradesh,Shahdol,7.54,1.23,4.9,7.52,12.41,15.2,36.38,36.88
21,2002,6,Madhya Pradesh,Shahdol,6.18,1.1,5.87,7.71,13.58,14.66,35.52,35.89
21,2003,6,Madhya Pradesh,Shahdol,7.51,1.73,4.75,8.54,13.29,15.45,37.98,37.99
21,2004,6,Madhya Pradesh,Shahdol,6.83,2.18,4.99,8.83,13.81,16.62,39.44,39.44
21,2005,6,Madhya Pradesh,Shahdol,8.62,2.94,6.32,9.49,15.81,17.07,44.43,44.48
21,2006,6,Madhya Pradesh,Shahdol,8.08,3.38,5.3,9.22,14.53,18.57,44.54,44.58
21,2007,6,Madhya Pradesh,Shahdol,7.96,2.75,6.05,9.74,15.77,17.61,44.08,44.42
21,2008,6,Madhya Pradesh,Shahdol,9.23,1.83,7.96,10.04,17.99,18.38,47.44,47.79
21,2009,6,Madhya Pradesh,Shahdol,8.13,1.99,9.82,11.14,20.94,18.38,49.45,50.18
21,2010,6,Madhya Pradesh,Shahdol,7.49,2.16,11.49,11.94,23.42,19.44,52.51,53.08
21,2011,6,Madhya Pradesh,Shahdol,8.07,3.78,14.37,12.16,26.53,19.34,57.71,58.57
21,2012,6,Madhya Pradesh,Shahdol,9.28,4.12,15.62,13.55,29.17,22.21,64.76,65.96
21,2013,6,Madhya Pradesh,Shahdol,10.32,4.46,17.84,15.55,33.39,23.57,71.74,71.74
21,2014,6,Madhya Pradesh,Shahdol,12.94,3.42,17.35,14.08,31.42,25.46,73.25,73.25
21,2015,6,Madhya Pradesh,Shahdol,7.43,1.52,23.96,14.35,38.3,19.09,66.33,66.33
21,2016,6,Madhya Pradesh,Shahdol,9.02,2.46,24.6,15.84,40.44,21.05,72.97,72.97
21,2017,6,Madhya Pradesh,Shahdol,7.86,1.4,27.09,14.48,41.57,24.7,75.52,75.52
22,2000,6,Madhya Pradesh,Gwalior,44.44,0.19,12.32,41.4,53.72,6.22,104.56,139.45
22,2001,6,Madhya Pradesh,Gwalior,55.79,0.22,19.94,39.42,59.36,7.78,123.15,165.83
22,2002,6,Madhya Pradesh,Gwalior,29.71,0.48,34.56,31.72,66.28,5.21,101.67,118.94
22,2003,6,Madhya Pradesh,Gwalior,38.41,0.34,34.54,32.36,66.9,7.71,113.35,144.07
22,2004,6,Madhya Pradesh,Gwalior,41.05,0.29,43.31,23.02,66.33,8.12,115.79,146.28
22,2005,6,Madhya Pradesh,Gwalior,44.94,0.19,42.78,18.77,61.55,7.23,113.91,147.01
22,2006,6,Madhya Pradesh,Gwalior,52.93,0.21,38.42,9.4,47.82,5.37,106.33,137.26
22,2007,6,Madhya Pradesh,Gwalior,42.15,0.23,33.95,6.87,40.82,4.28,87.47,106.23
22,2008,6,Madhya Pradesh,Gwalior,59.12,0.32,45.09,8.57,53.66,3.64,116.73,151.96
22,2009,6,Madhya Pradesh,Gwalior,48.21,0.38,46.36,7.03,53.39,3.63,105.6,134.41
22,2010,6,Madhya Pradesh,Gwalior,52.77,0.45,47.73,7.09,54.82,4.27,112.3,144.16
22,2011,6,Madhya Pradesh,Gwalior,64.67,0.43,55.28,7.01,62.29,4.62,132,168.36
22,2012,6,Madhya Pradesh,Gwalior,74.65,0.43,54.41,6.62,61.03,4.67,140.77,190.84
22,2013,6,Madhya Pradesh,Gwalior,75.42,0.39,55.57,6.1,61.67,4.61,142.09,200.53
22,2014,6,Madhya Pradesh,Gwalior,78.39,0.39,53.26,2.78,56.03,4.89,139.7,198
22,2015,6,Madhya Pradesh,Gwalior,75.96,0.39,54.98,2.94,57.93,5.21,139.49,198.94
22,2016,6,Madhya Pradesh,Gwalior,77.43,0.38,53.75,2.86,56.61,4.93,139.36,197.83
22,2017,6,Madhya Pradesh,Gwalior,55.36,0.37,50.56,8.65,59.22,2.64,117.58,154.7
23,2000,6,Madhya Pradesh,Shivpuri,10.68,4.19,24.85,100.63,125.48,19.37,159.72,162.78
23,2001,6,Madhya Pradesh,Shivpuri,11.65,2.64,25.85,103.16,129.01,18.67,161.98,165.66
23,2002,6,Madhya Pradesh,Shivpuri,7.36,2.86,29.4,52.35,81.75,9.84,101.8,106.05
23,2003,6,Madhya Pradesh,Shivpuri,29.14,4.28,42.62,91.42,134.04,15.92,183.38,186.67
23,2004,6,Madhya Pradesh,Shivpuri,31.14,4.84,45.24,97.15,142.39,16.77,195.14,197.92
23,2005,6,Madhya Pradesh,Shivpuri,23.72,4.14,47.91,100.71,148.62,16.58,193.06,199.15
23,2006,6,Madhya Pradesh,Shivpuri,22.71,3.7,46.13,65.97,112.1,22.53,161.03,165.62
23,2007,6,Madhya Pradesh,Shivpuri,17.77,3.24,43.23,62.18,105.41,16.56,142.98,147.79
23,2008,6,Madhya Pradesh,Shivpuri,29.43,5.11,48.53,80.62,129.15,24.31,188.01,193.84
23,2009,6,Madhya Pradesh,Shivpuri,31.41,12.24,50.95,96.32,147.27,21.11,212.03,220.06
23,2010,6,Madhya Pradesh,Shivpuri,38.46,5.74,56.69,98.39,155.08,21.87,221.15,229
23,2011,6,Madhya Pradesh,Shivpuri,46.47,11.37,66.07,112.84,178.91,19.31,256.05,266.42
23,2012,6,Madhya Pradesh,Shivpuri,57.9,11.51,60.33,128.39,188.72,22.93,281.06,295.45
23,2013,6,Madhya Pradesh,Shivpuri,62.31,14.21,82.47,123.41,205.89,24.09,306.5,320.82
23,2014,6,Madhya Pradesh,Shivpuri,67.19,12.38,88.58,109.33,197.91,24.83,302.31,315.4
23,2015,6,Madhya Pradesh,Shivpuri,62.83,8.4,75.68,95.2,170.89,11.72,253.83,271.36
23,2016,6,Madhya Pradesh,Shivpuri,64.63,8.72,84.28,93,177.27,19.9,270.51,288.11
23,2017,6,Madhya Pradesh,Shivpuri,66.56,8.26,101.19,96.02,197.21,22.44,294.47,306.74
24,2000,6,Madhya Pradesh,Guna,25.17,2.4,48.4,52.16,100.56,48.57,176.7,177.04
24,2001,6,Madhya Pradesh,Guna,25.92,2.34,51.75,54.9,106.65,55.63,190.55,190.93
24,2002,6,Madhya Pradesh,Guna,12.63,1.28,55.85,35.02,90.87,40.91,145.68,145.92
24,2003,6,Madhya Pradesh,Guna,32.73,7.11,98.7,61.93,160.62,86.48,286.92,287.17
24,2004,6,Madhya Pradesh,Guna,35.86,7.76,120.16,68.67,188.83,103.94,336.4,336.65
24,2005,6,Madhya Pradesh,Guna,40.35,9.01,135.81,74.37,210.18,100.03,359.56,359.81
24,2006,6,Madhya Pradesh,Guna,41.98,11.65,145.86,76.21,222.07,103.16,378.85,379.12
24,2007,6,Madhya Pradesh,Guna,53.45,6.82,149.28,72.72,221.99,106.49,388.74,389.02
24,2008,6,Madhya Pradesh,Guna,41.77,7.97,166.24,89.36,255.59,105.95,411.26,411.51
24,2009,6,Madhya Pradesh,Guna,33.07,7.93,181.18,89.61,270.8,104.74,416.54,416.78
24,2010,6,Madhya Pradesh,Guna,39.48,18.46,180.36,91.69,272.04,110.96,440.93,445.19
24,2011,6,Madhya Pradesh,Guna,58.95,18.99,216.47,97.2,313.67,96.69,488.3,488.55
24,2012,6,Madhya Pradesh,Guna,33.28,5.92,177.87,77.93,255.8,74.33,369.31,369.6
24,2013,6,Madhya Pradesh,Guna,25.61,7.01,207.69,76.37,284.06,81.43,398.12,398.41
24,2014,6,Madhya Pradesh,Guna,25.62,7.78,226.81,90.1,316.91,78.4,428.7,428.99
24,2015,6,Madhya Pradesh,Guna,19.59,8.88,142.42,94.7,237.11,36.13,301.73,313.05
24,2016,6,Madhya Pradesh,Guna,28.67,9.34,248.12,97.25,345.37,90.55,473.93,474.22
24,2017,6,Madhya Pradesh,Guna,18.82,8.19,342.93,102.59,445.52,89.25,561.77,562.06
25,2000,6,Madhya Pradesh,Datia,28.6,0,1.77,56.98,58.75,1.25,88.6,93.94
25,2001,6,Madhya Pradesh,Datia,29.12,0.77,3.27,58.78,62.05,1.87,93.81,98.53
25,2002,6,Madhya Pradesh,Datia,30.05,0.25,1.37,70.02,71.39,1.52,103.21,104.65
25,2003,6,Madhya Pradesh,Datia,30.4,1.05,4.26,75.63,79.89,1.88,113.22,114.67
25,2004,6,Madhya Pradesh,Datia,45.3,0.57,3.88,68.51,72.39,1.88,120.15,122.03
25,2005,6,Madhya Pradesh,Datia,73.56,0.43,1.63,56.62,58.25,1.25,133.47,136.3
25,2006,6,Madhya Pradesh,Datia,83.55,0,2.32,54.12,56.44,1.23,141.22,143.12
25,2007,6,Madhya Pradesh,Datia,86.92,0,2.01,45.51,47.52,0.29,134.73,136.25
25,2008,6,Madhya Pradesh,Datia,105.59,0,5.47,59.6,65.07,1.39,172.05,172.43
25,2009,6,Madhya Pradesh,Datia,104.04,0,10.53,59.3,69.83,1.49,175.36,175.36
25,2010,6,Madhya Pradesh,Datia,102.17,0,11.31,58.39,69.7,1.5,173.37,173.37
25,2011,6,Madhya Pradesh,Datia,110.75,0,11.28,60.81,72.09,1.29,184.13,184.13
25,2012,6,Madhya Pradesh,Datia,112.78,0,8.62,69.2,77.81,1.98,192.58,192.58
25,2013,6,Madhya Pradesh,Datia,122.39,0,20.95,44.92,65.87,1.25,189.51,202.21
25,2014,6,Madhya Pradesh,Datia,124.55,0,38.74,25.39,64.13,2.35,191.03,205.35
25,2015,6,Madhya Pradesh,Datia,132.35,0,38.24,22.7,60.94,1.27,194.56,206.88
25,2016,6,Madhya Pradesh,Datia,128.62,0,38.93,24.58,63.51,0.96,193.08,208.75
25,2017,6,Madhya Pradesh,Datia,143.65,0,26.5,25.09,51.59,0,195.24,213.37
26,2000,6,Madhya Pradesh,Morena,69.33,1.42,42.78,106.84,149.62,11.5,231.88,241.6
26,2001,6,Madhya Pradesh,Morena,76.32,1.93,43.57,122.36,165.92,7.67,251.85,261.63
26,2002,6,Madhya Pradesh,Morena,1.75,0.47,43.66,127.14,170.8,1.64,174.65,178.94
26,2003,6,Madhya Pradesh,Morena,81.67,1.31,57.75,116.92,174.67,8.23,265.87,271.25
26,2004,6,Madhya Pradesh,Morena,105.46,1.7,48.93,109.02,157.95,11.89,276.99,282.73
26,2005,6,Madhya Pradesh,Morena,108.76,2.39,67.32,95.44,162.75,9.18,283.08,289.36
26,2006,6,Madhya Pradesh,Morena,118.33,1.27,76.24,83.61,159.85,8.29,287.73,293.13
26,2007,6,Madhya Pradesh,Morena,128.77,1.52,93.81,50.14,143.94,10.65,284.9,290.81
26,2008,6,Madhya Pradesh,Morena,110.14,2.42,91.44,88.41,179.85,15.66,308.07,316.93
26,2009,6,Madhya Pradesh,Morena,126.1,1.36,71.93,89.62,161.54,15.84,304.84,316.85
26,2010,6,Madhya Pradesh,Morena,112.02,1.36,80.58,94.41,174.98,16.78,305.14,316.67
26,2011,6,Madhya Pradesh,Morena,112.07,1.75,89.73,96.41,186.14,17.98,317.94,334.69
26,2012,6,Madhya Pradesh,Morena,130.65,2.08,105.7,67.73,173.43,27.92,334.06,348.45
26,2013,6,Madhya Pradesh,Morena,142.95,2.15,123.99,49.37,173.35,23.98,342.43,360.7
26,2014,6,Madhya Pradesh,Morena,142.7,2.21,131.73,49.9,181.61,28.63,355.15,384.06
26,2015,6,Madhya Pradesh,Morena,155.54,1.64,130.64,48.99,179.63,23.69,360.5,393.25
26,2016,6,Madhya Pradesh,Morena,150.21,0.96,149.43,46.32,195.75,18.2,365.11,401.77
26,2017,6,Madhya Pradesh,Morena,153.45,0.59,160.93,46.21,207.13,11.8,372.95,405.33
27,2000,6,Madhya Pradesh,Bhind,30.29,0.02,11.2,60.03,71.23,3.79,105.33,115.06
27,2001,6,Madhya Pradesh,Bhind,33.14,0.04,12.7,62.23,74.93,3.56,111.67,127.3
27,2002,6,Madhya Pradesh,Bhind,20.22,0.25,14.73,62.51,77.24,1.38,99.1,106.25
27,2003,6,Madhya Pradesh,Bhind,25.52,0.15,16.57,66.3,82.87,1.17,109.71,112.99
27,2004,6,Madhya Pradesh,Bhind,23.15,0.01,17.7,64.05,81.75,0.69,105.6,109.06
27,2005,6,Madhya Pradesh,Bhind,23.13,0,18.47,65.86,84.33,1.25,108.71,112.93
27,2006,6,Madhya Pradesh,Bhind,18.21,0.41,17.96,66.6,84.56,1.88,105.05,105.46
27,2007,6,Madhya Pradesh,Bhind,10.84,0.2,30.59,67.71,98.3,0.66,110,110.37
27,2008,6,Madhya Pradesh,Bhind,16.8,0.57,39.55,77.21,116.76,1.46,135.59,145.89
27,2009,6,Madhya Pradesh,Bhind,18.96,0.57,46.18,70.95,117.13,1.48,138.14,140.18
27,2010,6,Madhya Pradesh,Bhind,17.1,1.27,44.74,72.83,117.57,0.86,136.81,142.5
27,2011,6,Madhya Pradesh,Bhind,29.36,1.27,44.71,74.25,118.96,0.75,150.34,155.35
27,2012,6,Madhya Pradesh,Bhind,33.98,1.27,53.82,71.09,124.91,0.68,160.83,165.49
27,2013,6,Madhya Pradesh,Bhind,67,1.27,58.58,51.43,110.01,0.63,178.9,183.06
27,2014,6,Madhya Pradesh,Bhind,75.81,1.27,74.15,54.25,128.4,0.74,206.22,209.68
27,2015,6,Madhya Pradesh,Bhind,80.23,1.27,75.92,54.16,130.08,0.89,212.46,218.01
27,2016,6,Madhya Pradesh,Bhind,84.32,1.27,85.13,46.45,131.58,0.74,217.91,224.15
27,2017,6,Madhya Pradesh,Bhind,76.64,1.27,99.06,40.5,139.55,0.82,218.28,223.71
28,2000,6,Madhya Pradesh,Indore,0,0.06,46.85,22.66,69.51,2.12,71.7,71.7
28,2001,6,Madhya Pradesh,Indore,2.03,0.81,65.85,7.21,73.06,3.83,79.73,79.73
28,2002,6,Madhya Pradesh,Indore,3.05,0.12,75.02,6.59,81.61,5.7,90.48,90.48
28,2003,6,Madhya Pradesh,Indore,3.12,1.19,115.15,8.15,123.3,14.65,142.25,142.25
28,2004,6,Madhya Pradesh,Indore,1.84,1.35,125.7,10.1,135.8,11.29,150.29,150.89
28,2005,6,Madhya Pradesh,Indore,12.59,0.53,58.35,13.14,71.49,9.11,93.72,93.88
28,2006,6,Madhya Pradesh,Indore,17.74,5.09,117.61,18.26,135.87,17.99,176.7,177.32
28,2007,6,Madhya Pradesh,Indore,4.09,1.81,133.2,23.96,157.16,7.92,170.97,171.48
28,2008,6,Madhya Pradesh,Indore,1.16,1.42,121.26,14.56,135.82,5.01,143.42,143.78
28,2009,6,Madhya Pradesh,Indore,2.06,1.14,137.3,16.44,153.74,6.73,163.68,164.01
28,2010,6,Madhya Pradesh,Indore,5.51,2.02,138.8,28.69,167.49,3.82,178.84,178.91
28,2011,6,Madhya Pradesh,Indore,3.47,2.23,156.41,20.47,176.88,3.09,185.66,185.87
28,2012,6,Madhya Pradesh,Indore,1.55,1.27,176.86,14.71,191.57,5.28,199.68,199.88
28,2013,6,Madhya Pradesh,Indore,2.62,3.11,178.76,12.58,191.33,13.97,211.03,211.24
28,2014,6,Madhya Pradesh,Indore,2.3,2.98,186.53,11.95,198.48,8.4,212.17,212.17
28,2015,6,Madhya Pradesh,Indore,2.37,4.04,187.94,12.17,200.11,9.3,215.82,215.82
28,2016,6,Madhya Pradesh,Indore,2.08,2.49,188,12.16,200.16,9.3,214.03,214.03
28,2017,6,Madhya Pradesh,Indore,0.47,5.55,190.2,13.81,204.01,15.07,225.1,225.17
29,2000,6,Madhya Pradesh,Ratlam,1.1,1.78,19.36,12.35,31.71,2.19,36.78,36.95
29,2001,6,Madhya Pradesh,Ratlam,0.36,0.52,21.25,13.8,35.05,2,37.94,38.03
29,2002,6,Madhya Pradesh,Ratlam,0.2,0.52,16.6,10.41,27.01,2.59,30.31,30.34
29,2003,6,Madhya Pradesh,Ratlam,1.59,3.49,47.63,33.83,81.46,6.89,93.42,93.56
29,2004,6,Madhya Pradesh,Ratlam,2.83,2.57,58.04,50.24,108.28,8.21,121.89,122.13
29,2005,6,Madhya Pradesh,Ratlam,1.39,1.48,51.98,32.67,84.65,4.79,92.31,93.25
29,2006,6,Madhya Pradesh,Ratlam,2.35,3.28,79.48,48.38,127.86,10.8,144.28,144.71
29,2007,6,Madhya Pradesh,Ratlam,2.13,2.32,66.4,62.04,128.44,10.35,143.24,145.25
29,2008,6,Madhya Pradesh,Ratlam,2.27,2.15,63.62,45.9,109.52,5.83,119.76,119.95
29,2009,6,Madhya Pradesh,Ratlam,3.31,2.73,66.34,52.53,118.87,15.38,140.29,140.71
29,2010,6,Madhya Pradesh,Ratlam,5.44,3.52,61.21,47.08,108.29,13.37,130.62,130.94
29,2011,6,Madhya Pradesh,Ratlam,4.95,3.09,81.94,68.03,149.97,21.14,179.15,179.32
