Dist Code,Year,State Code,State,District,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
40,2011,6,Madhya Pradesh,Betul,24282,65.72,57,42.76,11288,30.55,26.5,19.88,1376,3.72,3.23,2.42,36946,86.73,65.06
40,2012,6,Madhya Pradesh,Betul,25059,65.58,57,41.64,12055,31.55,27.42,20.03,1097,2.87,2.5,1.82,38211,86.92,63.49
40,2013,6,Madhya Pradesh,Betul,25643,69.08,58.2,42.42,10603,28.56,24.07,17.54,873,2.35,1.98,1.44,37119,84.25,61.41
40,2014,6,Madhya Pradesh,Betul,27794,65.94,64.49,45.74,12770,30.3,29.63,21.02,1588,3.77,3.68,2.61,42152,97.81,69.37
40,2015,6,Madhya Pradesh,Betul,25392,70.27,58.61,42.17,9175,25.39,21.18,15.24,1570,4.34,3.62,2.61,36137,83.41,60.02
40,2016,6,Madhya Pradesh,Betul,32046,72.06,76.85,53.45,10794,24.27,25.89,18,1629,3.66,3.91,2.72,44469,106.65,74.17
40,2017,6,Madhya Pradesh,Betul,32640,72.8,76.27,51.61,10643,23.74,24.87,16.83,1553,3.46,3.63,2.46,44836,104.76,70.9
41,2000,6,Madhya Pradesh,Rajgarh,7557,44.16,18.29,15.18,9263,54.13,22.42,18.61,291,1.7,0.7,0.58,17111,41.41,34.37
41,2001,6,Madhya Pradesh,Rajgarh,10498,52.48,25.35,19.98,9177,45.88,22.16,17.47,327,1.63,0.79,0.62,20002,48.3,38.07
41,2002,6,Madhya Pradesh,Rajgarh,6214,46.21,15.04,13.23,7003,52.07,16.95,14.91,231,1.72,0.56,0.49,13448,32.56,28.62
41,2003,6,Madhya Pradesh,Rajgarh,13842,61.92,32.96,23.68,8029,35.92,19.12,13.73,483,2.16,1.15,0.83,22354,53.24,38.23
41,2004,6,Madhya Pradesh,Rajgarh,14939,57.2,35.31,24.58,10571,40.48,24.99,17.39,607,2.32,1.43,1,26117,61.74,42.98
41,2005,6,Madhya Pradesh,Rajgarh,11995,52.75,28.26,21.87,10226,44.97,24.09,18.65,517,2.27,1.22,0.94,22738,53.56,41.46
41,2006,6,Madhya Pradesh,Rajgarh,19905,58.27,46.75,32.7,13609,39.84,31.96,22.36,645,1.89,1.51,1.06,34159,80.23,56.12
41,2007,6,Madhya Pradesh,Rajgarh,18261,55.83,42.7,28.83,13607,41.6,31.82,21.48,840,2.57,1.96,1.33,32708,76.48,51.64
41,2008,6,Madhya Pradesh,Rajgarh,16559,49.36,38.69,27.41,15602,46.5,36.45,25.82,1389,4.14,3.25,2.3,33550,78.39,55.53
41,2009,6,Madhya Pradesh,Rajgarh,22666,52.68,52.76,32.76,18935,44.01,44.08,27.36,1426,3.31,3.32,2.06,43027,100.16,62.18
41,2010,6,Madhya Pradesh,Rajgarh,23917,47.79,55.32,32.54,24702,49.36,57.13,33.6,1425,2.85,3.3,1.94,50044,115.74,68.08
41,2011,6,Madhya Pradesh,Rajgarh,30064,50.41,69.13,40.32,28220,47.32,64.89,37.85,1355,2.27,3.12,1.82,59639,137.15,79.98
41,2012,6,Madhya Pradesh,Rajgarh,28603,53.21,65.27,37.03,24032,44.71,54.84,31.11,1117,2.08,2.55,1.45,53752,122.66,69.58
41,2013,6,Madhya Pradesh,Rajgarh,34537,58.53,78.65,44.06,23921,40.54,54.48,30.51,547,0.93,1.25,0.7,59005,134.38,75.27
41,2014,6,Madhya Pradesh,Rajgarh,27616,55.52,62.82,34.96,21265,42.75,48.38,26.92,861,1.73,1.96,1.09,49742,113.16,62.97
41,2015,6,Madhya Pradesh,Rajgarh,32526,55.35,73.84,40.9,24781,42.17,56.26,31.16,1453,2.47,3.3,1.83,58760,133.4,73.89
41,2016,6,Madhya Pradesh,Rajgarh,38099,59.4,86.25,47.65,24214,37.75,54.82,30.28,1823,2.84,4.13,2.28,64136,145.2,80.21
41,2017,6,Madhya Pradesh,Rajgarh,35199,60.78,79.76,43.54,21501,37.13,48.72,26.6,1209,2.09,2.74,1.5,57910,131.23,71.64
42,2000,6,Madhya Pradesh,Shajapur,7226,40.55,16.25,13.83,10015,56.2,22.52,19.17,580,3.25,1.3,1.11,17821,40.07,34.11
42,2001,6,Madhya Pradesh,Shajapur,9755,45.01,21.87,17.17,11188,51.62,25.08,19.69,729,3.36,1.63,1.28,21672,48.59,38.14
42,2002,6,Madhya Pradesh,Shajapur,6548,47.1,14.64,11.88,6820,49.05,15.25,12.37,535,3.85,1.2,0.97,13903,31.08,25.22
42,2003,6,Madhya Pradesh,Shajapur,13582,52.53,30.13,20.51,11153,43.14,24.74,16.84,1120,4.33,2.48,1.69,25855,57.35,39.04
42,2004,6,Madhya Pradesh,Shajapur,14608,46.49,32.29,21.36,15269,48.6,33.76,22.32,1542,4.91,3.41,2.25,31419,69.46,45.93
42,2005,6,Madhya Pradesh,Shajapur,10031,46.05,22.17,16.13,10982,50.42,24.27,17.66,770,3.53,1.7,1.24,21783,48.15,35.03
42,2006,6,Madhya Pradesh,Shajapur,17900,50.39,39.49,26.32,16119,45.38,35.56,23.7,1502,4.23,3.31,2.21,35521,78.36,52.22
42,2007,6,Madhya Pradesh,Shajapur,19218,51.5,42.27,26.55,16241,43.52,35.72,22.44,1856,4.97,4.08,2.56,37315,82.08,51.56
42,2008,6,Madhya Pradesh,Shajapur,14266,45.02,31.34,20.64,15819,49.92,34.76,22.89,1606,5.07,3.53,2.32,31691,69.63,45.86
42,2009,6,Madhya Pradesh,Shajapur,19873,47.14,43.74,26.82,20542,48.73,45.21,27.72,1743,4.13,3.84,2.35,42158,92.79,56.89
42,2010,6,Madhya Pradesh,Shajapur,22343,41.05,48.96,28.72,29148,53.55,63.87,37.47,2938,5.4,6.44,3.78,54429,119.26,69.97
42,2011,6,Madhya Pradesh,Shajapur,24845,42.16,54.45,32.04,31574,53.58,69.2,40.72,2513,4.26,5.51,3.24,58932,129.16,76
42,2012,6,Madhya Pradesh,Shajapur,32282,49.14,70.27,41.14,30902,47.04,67.27,39.39,2513,3.83,5.47,3.2,65697,143.01,83.73
42,2013,6,Madhya Pradesh,Shajapur,32887,48.33,71.6,41.15,32334,47.52,70.39,40.46,2829,4.16,6.16,3.54,68050,148.15,85.14
42,2014,6,Madhya Pradesh,Shajapur,27748,49.07,60.23,35.56,26219,46.37,56.91,33.6,2582,4.57,5.6,3.31,56549,122.75,72.47
42,2015,6,Madhya Pradesh,Shajapur,32962,48.15,71.7,41.88,31958,46.68,69.52,40.6,3537,5.17,7.69,4.49,68457,148.92,86.97
42,2016,6,Madhya Pradesh,Shajapur,32048,50.7,69.63,40.21,28037,44.35,60.92,35.18,3128,4.95,6.8,3.92,63214,137.34,79.32
42,2017,6,Madhya Pradesh,Shajapur,27278,52.37,58.66,32.99,21798,41.85,46.88,26.36,3008,5.78,6.47,3.64,52083,112,62.99
43,2000,6,Madhya Pradesh,Hoshangabad,29383,58.31,64.12,39.12,19604,38.9,42.78,26.1,1405,2.79,3.07,1.87,50392,109.97,67.09
43,2001,6,Madhya Pradesh,Hoshangabad,36902,60.63,80,47.53,22137,36.37,47.99,28.51,1828,3,3.96,2.35,60867,131.95,78.39
43,2002,6,Madhya Pradesh,Hoshangabad,36037,60.3,77.31,46.08,21126,35.35,45.32,27.01,2599,4.35,5.58,3.32,59762,128.2,76.42
43,2003,6,Madhya Pradesh,Hoshangabad,42999,62.33,92.11,54.33,22895,33.19,49.04,28.93,3095,4.49,6.63,3.91,68989,147.78,87.17
43,2004,6,Madhya Pradesh,Hoshangabad,48323,63.42,102.49,59.99,24973,32.78,52.96,31,2894,3.8,6.14,3.59,76190,161.59,94.58
43,2005,6,Madhya Pradesh,Hoshangabad,48867,64.86,102.05,60.31,22152,29.4,46.26,27.34,4322,5.74,9.03,5.33,75341,157.34,92.98
43,2006,6,Madhya Pradesh,Hoshangabad,52451,63.17,108.94,63.77,27533,33.16,57.18,33.47,3045,3.67,6.32,3.7,83029,172.45,100.94
43,2007,6,Madhya Pradesh,Hoshangabad,63028,65.29,130.31,74.94,30164,31.25,62.36,35.86,3342,3.46,6.91,3.97,96534,199.58,114.78
43,2008,6,Madhya Pradesh,Hoshangabad,64749,60.25,133.23,76.5,38890,36.19,80.02,45.95,3825,3.56,7.87,4.52,107464,221.13,126.96
43,2009,6,Madhya Pradesh,Hoshangabad,75197,59.98,153.64,86.45,43391,34.61,88.65,49.89,6787,5.41,13.87,7.8,125375,256.15,144.14
43,2010,6,Madhya Pradesh,Hoshangabad,76362,57.14,154.87,86.81,50311,37.64,102.04,57.2,6974,5.22,14.14,7.93,133647,271.05,151.94
43,2011,6,Madhya Pradesh,Hoshangabad,79475,58.09,161.29,88.45,53363,39.01,108.3,59.39,3972,2.9,8.06,4.42,136810,277.65,152.26
43,2012,6,Madhya Pradesh,Hoshangabad,81436,61.9,164.07,89.05,48207,36.64,97.12,52.71,1928,1.47,3.88,2.11,131571,265.07,143.87
43,2013,6,Madhya Pradesh,Hoshangabad,80775,67.6,162.72,80.99,37755,31.6,76.06,37.86,959,0.8,1.93,0.96,119489,240.72,119.81
43,2014,6,Madhya Pradesh,Hoshangabad,78322,63.26,156.63,80.7,43112,34.82,86.22,44.42,2374,1.92,4.75,2.45,123808,247.6,127.56
43,2015,6,Madhya Pradesh,Hoshangabad,86901,65.82,173.63,85.86,41878,31.72,83.67,41.38,3240,2.45,6.47,3.2,132019,263.77,130.44
43,2016,6,Madhya Pradesh,Hoshangabad,85638,66.03,170.72,86.12,41261,31.82,82.26,41.49,2787,2.15,5.56,2.8,129687,258.54,130.41
43,2017,6,Madhya Pradesh,Hoshangabad,87707,60.97,173.19,82.92,51050,35.49,100.8,48.27,5087,3.54,10.04,4.81,143844,284.04,136
44,2000,1,Andhra Pradesh,Srikakulam,40670,71.69,82.67,63.74,11736,20.69,23.85,18.39,4328,7.63,8.8,6.78,56733,115.32,88.92
44,2001,1,Andhra Pradesh,Srikakulam,36883,70.68,82.24,60.07,10766,20.63,24,17.53,4533,8.69,10.11,7.38,52182,116.35,84.99
44,2002,1,Andhra Pradesh,Srikakulam,31178,69.45,75.4,57.79,9885,22.02,23.9,18.32,3831,8.53,9.26,7.1,44893,108.57,83.21
44,2003,1,Andhra Pradesh,Srikakulam,37806,68.29,83.68,60.96,12193,22.03,26.99,19.66,5360,9.68,11.86,8.64,55358,122.52,89.27
44,2004,1,Andhra Pradesh,Srikakulam,39322,68.09,83.86,62.24,13032,22.57,27.79,20.63,5394,9.34,11.5,8.54,57747,123.16,91.41
44,2005,1,Andhra Pradesh,Srikakulam,39270,68.36,93.26,67.52,12284,21.38,29.17,21.12,5894,10.26,14,10.13,57448,136.43,98.78
44,2006,1,Andhra Pradesh,Srikakulam,44796,68.54,93.75,68.17,12886,19.72,26.97,19.61,7672,11.74,16.06,11.67,65354,136.77,99.45
44,2007,1,Andhra Pradesh,Srikakulam,42542,66.47,87.03,63.03,12845,20.07,26.28,19.03,8618,13.46,17.63,12.77,64004,130.94,94.83
44,2008,1,Andhra Pradesh,Srikakulam,45140,62.14,95.55,71.09,13899,19.13,29.42,21.89,13602,18.73,28.79,21.42,72641,153.76,114.4
44,2009,1,Andhra Pradesh,Srikakulam,45595,59.02,108.15,77.08,18654,24.15,44.24,31.54,13006,16.83,30.85,21.99,77254,183.24,130.61
44,2010,1,Andhra Pradesh,Srikakulam,49817,59.16,107.69,78.13,20425,24.26,44.15,32.03,13964,16.58,30.19,21.9,84205,182.03,132.06
44,2011,1,Andhra Pradesh,Srikakulam,55459,65.57,120.13,89.76,22257,26.31,48.21,36.02,6866,8.12,14.87,11.11,84582,183.22,136.89
44,2012,1,Andhra Pradesh,Srikakulam,52721,70.65,118.53,86.59,15770,21.13,35.45,25.9,6132,8.22,13.78,10.07,74622,167.77,122.56
44,2013,1,Andhra Pradesh,Srikakulam,50725,69.61,117.08,85.55,16074,22.06,37.1,27.11,6068,8.33,14.01,10.23,72867,168.19,122.89
44,2014,1,Andhra Pradesh,Srikakulam,51535,67.59,117.75,85.12,14584,19.13,33.32,24.09,10125,13.28,23.13,16.72,76244,174.21,125.94
44,2015,1,Andhra Pradesh,Srikakulam,55769,67.41,126.26,93.74,19759,23.89,44.73,33.21,7198,8.7,16.3,12.1,82725,187.29,139.05
44,2016,1,Andhra Pradesh,Srikakulam,53472,64.22,122.09,89.25,18354,22.04,41.91,30.63,11432,13.73,26.1,19.08,83258,190.1,138.96
44,2017,1,Andhra Pradesh,Srikakulam,55301,63.18,124.94,86.98,19214,21.95,43.41,30.22,13016,14.87,29.41,20.47,87531,197.76,137.67
45,2000,1,Andhra Pradesh,Visakhapatnam,32975,77.09,64.3,49.96,7112,16.63,13.87,10.77,2689,6.29,5.24,4.07,42775,83.41,64.81
45,2001,1,Andhra Pradesh,Visakhapatnam,29329,71.36,63.41,48.32,6217,15.13,13.44,10.24,5555,13.52,12.01,9.15,41101,88.87,67.71
45,2002,1,Andhra Pradesh,Visakhapatnam,24300,72.92,57.51,45.38,4466,13.4,10.57,8.34,4560,13.68,10.79,8.51,33325,78.87,62.23
45,2003,1,Andhra Pradesh,Visakhapatnam,29706,69.79,66.35,50.52,6698,15.74,14.96,11.39,6162,14.48,13.76,10.48,42565,95.08,72.39
45,2004,1,Andhra Pradesh,Visakhapatnam,32613,72.46,69.06,53.85,7956,17.68,16.85,13.14,4442,9.87,9.41,7.33,45010,95.31,74.32
45,2005,1,Andhra Pradesh,Visakhapatnam,33841,72.05,78.51,61.21,7709,16.41,17.89,13.94,5421,11.54,12.58,9.81,46971,108.98,84.96
45,2006,1,Andhra Pradesh,Visakhapatnam,38657,71.36,84.08,66.32,9252,17.08,20.12,15.87,6266,11.57,13.63,10.75,54175,117.83,92.94
45,2007,1,Andhra Pradesh,Visakhapatnam,32863,67.29,69.38,54.84,9137,18.71,19.29,15.25,6839,14,14.44,11.41,48838,103.11,81.5
45,2008,1,Andhra Pradesh,Visakhapatnam,33562,66.04,73.15,57.6,8468,16.66,18.46,14.53,8793,17.3,19.17,15.09,50823,110.77,87.22
45,2009,1,Andhra Pradesh,Visakhapatnam,39682,62.97,100.64,79.05,14749,23.4,37.4,29.38,8584,13.62,21.77,17.1,63015,159.82,125.52
45,2010,1,Andhra Pradesh,Visakhapatnam,36707,61.72,81.45,63.63,13526,22.74,30.01,23.45,9240,15.54,20.5,16.02,59472,131.96,103.1
45,2011,1,Andhra Pradesh,Visakhapatnam,41239,69.64,93.01,74.97,12880,21.75,29.05,23.41,5096,8.61,11.49,9.26,59215,133.55,107.65
45,2012,1,Andhra Pradesh,Visakhapatnam,38176,77.27,89.95,69.87,7362,14.9,17.34,13.47,3871,7.83,9.12,7.08,49408,116.41,90.42
45,2013,1,Andhra Pradesh,Visakhapatnam,50263,73.81,120.3,91.75,10634,15.62,25.45,19.41,7197,10.57,17.23,13.14,68094,162.97,124.29
45,2014,1,Andhra Pradesh,Visakhapatnam,41756,70.46,101.02,76.03,10683,18.03,25.84,19.45,6825,11.52,16.51,12.43,59264,143.37,107.91
45,2015,1,Andhra Pradesh,Visakhapatnam,40870,70.55,98.91,76.13,12761,22.03,30.88,23.77,4303,7.43,10.41,8.01,57933,140.21,107.92
45,2016,1,Andhra Pradesh,Visakhapatnam,38172,69.7,91.5,72.53,9819,17.93,23.53,18.66,6777,12.37,16.24,12.88,54768,131.28,104.06
45,2017,1,Andhra Pradesh,Visakhapatnam,48118,73.52,115.32,91.56,9836,15.03,23.57,18.72,7491,11.45,17.95,14.25,65445,156.85,124.53
46,2000,1,Andhra Pradesh,East Godavari,98105,62.98,223.06,128.26,38313,24.6,87.11,50.09,19344,12.42,43.98,25.29,155762,354.16,203.63
46,2001,1,Andhra Pradesh,East Godavari,79832,54.31,194.71,108.47,41790,28.43,101.93,56.78,25365,17.26,61.87,34.46,146987,358.5,199.71
46,2002,1,Andhra Pradesh,East Godavari,73014,61.46,197.87,118.15,23601,19.86,63.96,38.19,22193,18.68,60.14,35.91,118808,321.97,192.25
46,2003,1,Andhra Pradesh,East Godavari,83889,59.15,195.73,110.98,29914,21.09,69.8,39.57,28020,19.76,65.38,37.07,141823,330.91,187.62
46,2004,1,Andhra Pradesh,East Godavari,88379,59.56,211.08,121.21,31770,21.41,75.88,43.57,28241,19.03,67.45,38.73,148390,354.41,203.51
46,2005,1,Andhra Pradesh,East Godavari,97687,61.85,238.21,130.67,34130,21.61,83.23,45.65,26128,16.54,63.71,34.95,157945,385.16,211.27
46,2006,1,Andhra Pradesh,East Godavari,88902,61.19,212.62,115.99,35564,24.48,85.05,46.4,20817,14.33,49.79,27.16,145283,347.46,189.54
46,2007,1,Andhra Pradesh,East Godavari,90381,56.93,206.38,114.44,38719,24.39,88.41,49.02,29649,18.68,67.7,37.54,158749,362.49,201
46,2008,1,Andhra Pradesh,East Godavari,100106,55.66,234.57,135.41,46584,25.9,109.15,63.01,33167,18.44,77.72,44.86,179857,421.44,243.29
46,2009,1,Andhra Pradesh,East Godavari,89762,60,235.58,150.06,33017,22.07,86.65,55.2,26813,17.92,70.37,44.83,149592,392.6,250.09
46,2010,1,Andhra Pradesh,East Godavari,113403,58.73,266.43,158.8,50030,25.91,117.54,70.06,29669,15.36,69.7,41.55,193102,453.67,270.41
46,2011,1,Andhra Pradesh,East Godavari,109804,60.29,265.43,172.55,47576,26.12,115,74.76,24757,13.59,59.84,38.9,182137,440.27,286.22
46,2012,1,Andhra Pradesh,East Godavari,110635,63.48,261.59,159.4,42749,24.53,101.08,61.59,20888,11.99,49.39,30.09,174272,412.05,251.09
46,2013,1,Andhra Pradesh,East Godavari,110539,65.26,265.16,159.84,39133,23.1,93.87,56.59,19700,11.63,47.26,28.49,169372,406.28,244.92
46,2014,1,Andhra Pradesh,East Godavari,100291,61.89,230.34,146.65,33437,20.63,76.8,48.89,28327,17.48,65.06,41.42,162055,372.2,236.97
46,2015,1,Andhra Pradesh,East Godavari,100942,62.55,231.6,148.59,37108,22.99,85.14,54.63,23328,14.46,53.52,34.34,161378,370.26,237.56
46,2016,1,Andhra Pradesh,East Godavari,106222,61.34,251.07,155.62,40706,23.51,96.21,59.64,26241,15.15,62.02,38.44,173169,409.3,253.7
46,2017,1,Andhra Pradesh,East Godavari,84246,58.71,197.19,126.49,30862,21.51,72.24,46.34,28384,19.78,66.44,42.62,143492,335.86,215.44
47,2000,1,Andhra Pradesh,West Godavari,118695,58.5,274.2,170.31,63152,31.13,145.89,90.61,21039,10.37,48.6,30.19,202886,468.69,291.11
47,2001,1,Andhra Pradesh,West Godavari,96072,56.18,234.89,148.03,53378,31.21,130.51,82.25,21552,12.6,52.69,33.21,171002,418.1,263.49
47,2002,1,Andhra Pradesh,West Godavari,95376,57.02,236.08,161.38,45925,27.46,113.68,77.71,25970,15.53,64.28,43.94,167271,414.04,283.03
47,2003,1,Andhra Pradesh,West Godavari,111311,56.57,248.49,165.94,50097,25.46,111.84,74.68,35350,17.97,78.92,52.7,196758,439.24,293.33
47,2004,1,Andhra Pradesh,West Godavari,118132,53.27,251.72,175.71,56164,25.33,119.68,83.54,47451,21.4,101.11,70.58,221747,472.51,329.83
47,2005,1,Andhra Pradesh,West Godavari,137614,56.93,311.56,194.21,63639,26.32,144.08,89.81,40493,16.75,91.68,57.15,241746,547.32,341.17
47,2006,1,Andhra Pradesh,West Godavari,128838,57.49,298.01,184.11,61270,27.34,141.72,87.56,34002,15.17,78.65,48.59,224110,518.38,320.26
47,2007,1,Andhra Pradesh,West Godavari,134933,53.91,305.6,190.87,65309,26.09,147.91,92.38,50046,20,113.34,70.79,250288,566.85,354.04
47,2008,1,Andhra Pradesh,West Godavari,151557,55.65,344.14,209.17,67728,24.87,153.79,93.47,53038,19.48,120.43,73.2,272323,618.37,375.84
47,2009,1,Andhra Pradesh,West Godavari,137942,54.07,348.37,223.23,66328,26,167.51,107.34,50833,19.93,128.38,82.26,255103,644.26,412.83
47,2010,1,Andhra Pradesh,West Godavari,134293,52.09,279.71,174.78,70224,27.24,146.26,91.39,53314,20.68,111.04,69.39,257831,537.01,335.56
47,2011,1,Andhra Pradesh,West Godavari,158725,55.7,372.59,228.44,80602,28.29,189.2,116.01,45612,16.01,107.07,65.65,284939,668.86,410.1
47,2012,1,Andhra Pradesh,West Godavari,152802,58.4,323.65,218.57,68044,26.01,144.12,97.33,40811,15.6,86.44,58.38,261657,554.22,374.28
47,2013,1,Andhra Pradesh,West Godavari,145376,57.65,343.13,208.58,62569,24.81,147.68,89.77,44213,17.53,104.35,63.43,252158,595.16,361.78
47,2014,1,Andhra Pradesh,West Godavari,144538,57.14,308.66,209.14,60581,23.95,129.37,87.66,47818,18.91,102.11,69.19,252937,540.14,365.99
47,2015,1,Andhra Pradesh,West Godavari,145671,55.11,305.99,210.13,74671,28.25,156.85,107.71,44003,16.65,92.43,63.48,264345,555.28,381.32
47,2016,1,Andhra Pradesh,West Godavari,128137,52.6,278.72,186.4,65511,26.89,142.5,95.3,49956,20.51,108.66,72.67,243604,529.88,354.37
47,2017,1,Andhra Pradesh,West Godavari,106191,52.41,233.06,152.44,49578,24.47,108.81,71.17,46863,23.13,102.85,67.27,202632,444.72,290.89
48,2000,1,Andhra Pradesh,Krishna,104451,54.39,220.67,146.1,53168,27.69,112.33,74.37,34417,17.92,72.71,48.14,192036,405.71,268.61
48,2001,1,Andhra Pradesh,Krishna,90750,51.07,205.32,133.65,44810,25.21,101.38,65.99,42153,23.72,95.37,62.08,177713,402.07,261.73
48,2002,1,Andhra Pradesh,Krishna,78352,55.71,180.53,124.17,34506,24.54,79.51,54.68,27778,19.75,64,44.02,140636,324.05,222.88
48,2003,1,Andhra Pradesh,Krishna,89268,57.85,189.04,145.93,38810,25.15,82.19,63.45,26223,16.99,55.53,42.87,154301,326.76,252.25
48,2004,1,Andhra Pradesh,Krishna,87928,55.36,178.21,133,41187,25.93,83.48,62.3,29726,18.71,60.25,44.96,158841,321.93,240.26
48,2005,1,Andhra Pradesh,Krishna,117923,55,253.92,164.92,55996,26.12,120.57,78.31,40480,18.88,87.16,56.61,214399,461.66,299.85
48,2006,1,Andhra Pradesh,Krishna,104666,52.87,226.05,146.11,52902,26.72,114.25,73.85,40393,20.4,87.24,56.39,197961,427.53,276.35
48,2007,1,Andhra Pradesh,Krishna,107649,55.93,226.03,145.91,52029,27.03,109.24,70.52,32779,17.03,68.82,44.43,192457,404.09,260.86
48,2008,1,Andhra Pradesh,Krishna,118725,56.74,244.61,156.99,53729,25.68,110.7,71.05,36801,17.59,75.82,48.66,209255,431.12,276.7
48,2009,1,Andhra Pradesh,Krishna,117120,55.58,255.31,163.58,59015,28,128.65,82.42,34603,16.42,75.43,48.33,210738,459.39,294.33
48,2010,1,Andhra Pradesh,Krishna,136922,55.88,269.12,173.89,70715,28.86,138.99,89.81,37400,15.26,73.51,47.5,245037,481.63,311.19
48,2011,1,Andhra Pradesh,Krishna,121694,59.5,259.12,167.52,62897,30.75,133.93,86.58,19952,9.75,42.48,27.47,204543,435.53,281.57
48,2012,1,Andhra Pradesh,Krishna,120032,59.65,240.08,171.32,58648,29.14,117.31,83.71,22552,11.21,45.11,32.19,201232,402.5,287.22
48,2013,1,Andhra Pradesh,Krishna,163842,64.3,350.13,224.9,63828,25.05,136.4,87.62,27146,10.65,58.01,37.26,254816,544.55,349.78
48,2014,1,Andhra Pradesh,Krishna,128188,59.97,263.96,189.35,56083,26.24,115.48,82.84,29497,13.8,60.74,43.57,213768,440.18,315.76
48,2015,1,Andhra Pradesh,Krishna,99005,59.64,214.97,162.47,46609,28.08,101.2,76.49,20400,12.29,44.29,33.48,166014,360.46,272.44
48,2016,1,Andhra Pradesh,Krishna,94920,60.3,203.13,152.04,40313,25.61,86.27,64.57,22167,14.08,47.44,35.51,157400,336.84,252.11
48,2017,1,Andhra Pradesh,Krishna,84529,58.54,177.41,130.23,39105,27.08,82.07,60.25,20768,14.38,43.59,32,144402,303.08,222.48
49,2000,1,Andhra Pradesh,Guntur,135606,62.17,148.01,116,63194,28.97,68.97,54.06,19317,8.86,21.08,16.52,218116,238.06,186.58
49,2001,1,Andhra Pradesh,Guntur,131214,61.27,151.62,119.28,64816,30.27,74.9,58.92,18114,8.46,20.93,16.47,214143,247.45,194.67
49,2002,1,Andhra Pradesh,Guntur,96737,60.23,124.33,98.69,47100,29.33,60.54,48.05,16771,10.44,21.55,17.11,160608,206.42,163.85
49,2003,1,Andhra Pradesh,Guntur,112497,59.24,133.02,108,55293,29.11,65.38,53.09,22124,11.65,26.16,21.24,189914,224.57,182.33
49,2004,1,Andhra Pradesh,Guntur,135613,57.11,153.06,125.74,72408,30.5,81.72,67.14,29418,12.39,33.2,27.28,237440,267.99,220.15
49,2005,1,Andhra Pradesh,Guntur,160558,58.51,180.16,144.41,80559,29.36,90.4,72.46,33302,12.14,37.37,29.95,274419,307.93,246.82
49,2006,1,Andhra Pradesh,Guntur,165152,56.68,194.5,153.62,92802,31.85,109.29,86.32,33399,11.46,39.33,31.07,291354,343.12,271
49,2007,1,Andhra Pradesh,Guntur,181991,57.33,197.52,158.17,92490,29.14,100.38,80.39,42941,13.53,46.6,37.32,317422,344.5,275.88
49,2008,1,Andhra Pradesh,Guntur,191457,54.26,212.27,168.34,110347,31.27,122.34,97.02,51027,14.46,56.58,44.87,352832,391.19,310.23
49,2009,1,Andhra Pradesh,Guntur,199102,52.89,225.28,183.56,128806,34.22,145.74,118.75,48519,12.89,54.9,44.73,376427,425.92,347.05
49,2010,1,Andhra Pradesh,Guntur,216731,53.73,227.15,178.09,138440,34.32,145.09,113.76,48170,11.94,50.49,39.58,403342,422.73,331.42
49,2011,1,Andhra Pradesh,Guntur,221213,58.47,242.9,197.15,127614,33.73,140.12,113.73,29517,7.8,32.41,26.31,378344,415.43,337.18
49,2012,1,Andhra Pradesh,Guntur,173638,64.02,203.08,168.15,78533,28.95,91.85,76.05,19068,7.03,22.3,18.47,271238,317.23,262.67
49,2013,1,Andhra Pradesh,Guntur,218792,66.72,235.1,185.46,91474,27.9,98.29,77.54,17643,5.38,18.96,14.95,327909,352.35,277.95
49,2014,1,Andhra Pradesh,Guntur,209592,64.44,234.46,192.63,88307,27.15,98.79,81.16,27372,8.42,30.62,25.16,325271,363.87,298.95
49,2015,1,Andhra Pradesh,Guntur,170208,59.84,210.12,177.53,91661,32.23,113.15,95.6,22550,7.93,27.84,23.52,284419,351.11,296.65
49,2016,1,Andhra Pradesh,Guntur,190855,59.5,236.38,198.3,98703,30.77,122.24,102.55,31184,9.72,38.62,32.4,320742,397.24,333.26
49,2017,1,Andhra Pradesh,Guntur,173584,60.17,205.5,169.36,89900,31.16,106.43,87.71,25004,8.67,29.6,24.39,288488,341.54,281.46
50,2000,1,Andhra Pradesh,S.P.S. Nellore,72295,64.98,135.94,124.86,28833,25.91,54.22,49.8,10134,9.11,19.06,17.5,111262,209.22,192.16
50,2001,1,Andhra Pradesh,S.P.S. Nellore,71123,63.34,133.14,122.39,32173,28.65,60.23,55.36,8991,8.01,16.83,15.47,112287,210.2,193.23
50,2002,1,Andhra Pradesh,S.P.S. Nellore,66828,63.63,126.53,113.71,27724,26.4,52.49,47.17,10471,9.97,19.82,17.82,105022,198.84,178.69
